tail_number,lat,lon,alt,speed,fuel,timestamp
AAX004,34.063084,-117.653131,931.7,45.912,0.699,2025-01-01T11:01:27
AAX004,34.062691,-117.650945,932.2,45.912,0.698,2025-01-01T11:01:37
AAX004,34.062299,-117.648759,932.7,45.912,0.697,2025-01-01T11:01:47
AAX004,34.061907,-117.646573,933.2,45.912,0.696,2025-01-01T11:01:57
AAX004,34.061514,-117.644387,933.8,45.912,0.695,2025-01-01T11:02:07
AAX004,34.061122,-117.642201,934.3,45.912,0.694,2025-01-01T11:02:17
AAX004,34.060729,-117.640015,934.8,45.912,0.693,2025-01-01T11:02:27
AAX004,34.060337,-117.637828,935.3,45.912,0.692,2025-01-01T11:02:37
AAX004,34.059945,-117.635642,935.8,45.912,0.691,2025-01-01T11:02:47
AAX004,34.059552,-117.633456,936.3,45.912,0.69,2025-01-01T11:02:57
AAX004,34.05916,-117.63127,936.8,45.912,0.689,2025-01-01T11:03:07
AAX004,34.058767,-117.629084,937.3,45.912,0.688,2025-01-01T11:03:17
AAX004,34.058375,-117.626898,937.9,45.912,0.687,2025-01-01T11:03:27
AAX004,34.057983,-117.624712,938.4,45.912,0.686,2025-01-01T11:03:37
AAX004,34.05759,-117.622526,938.9,45.912,0.685,2025-01-01T11:03:47
AAX004,34.057198,-117.620339,939.4,45.912,0.684,2025-01-01T11:03:57
AAX004,34.056806,-117.618153,939.9,45.912,0.683,2025-01-01T11:04:07
AAX004,34.056413,-117.615967,940.4,45.912,0.682,2025-01-01T11:04:17
AAX004,34.056021,-117.613781,940.9,45.912,0.681,2025-01-01T11:04:27
AAX004,34.055628,-117.611595,941.4,45.912,0.68,2025-01-01T11:04:37
AAX004,34.055236,-117.609409,942.0,45.912,0.679,2025-01-01T11:04:47
AAX004,34.054844,-117.607223,942.5,45.912,0.678,2025-01-01T11:04:57
AAX004,34.054451,-117.605037,943.0,45.912,0.677,2025-01-01T11:05:07
AAX004,34.054059,-117.60285,943.5,45.912,0.676,2025-01-01T11:05:17
AAX004,34.053666,-117.600664,944.0,45.912,0.675,2025-01-01T11:05:27
AAX009,34.1808,-118.30897,778.0,49.264,0.999,2025-01-01T11:34:19
AAX009,34.180378,-118.306617,778.6,49.264,0.998,2025-01-01T11:34:29
AAX009,34.179955,-118.304264,779.1,49.264,0.997,2025-01-01T11:34:39
AAX009,34.179533,-118.30191,779.7,49.264,0.996,2025-01-01T11:34:49
AAX009,34.179111,-118.299557,780.2,49.264,0.995,2025-01-01T11:34:59
AAX009,34.178688,-118.297204,780.8,49.264,0.994,2025-01-01T11:35:09
AAX009,34.178266,-118.294851,781.3,49.264,0.993,2025-01-01T11:35:19
AAX009,34.177843,-118.292498,781.9,49.264,0.992,2025-01-01T11:35:29
AAX009,34.177421,-118.290145,782.4,49.264,0.991,2025-01-01T11:35:39
AAX009,34.176999,-118.287791,783.0,49.264,0.99,2025-01-01T11:35:49
AAX009,34.176576,-118.285438,783.5,49.264,0.989,2025-01-01T11:35:59
AAX009,34.176154,-118.283085,784.1,49.264,0.988,2025-01-01T11:36:09
AAX009,34.175732,-118.280732,784.6,49.264,0.987,2025-01-01T11:36:19
AAX009,34.175309,-118.278379,785.2,49.264,0.986,2025-01-01T11:36:29
AAX009,34.174887,-118.276026,785.7,49.264,0.985,2025-01-01T11:36:39
AAX009,34.174464,-118.273672,786.3,49.264,0.984,2025-01-01T11:36:49
AAX009,34.174042,-118.271319,786.8,49.264,0.983,2025-01-01T11:36:59
AAX009,34.17362,-118.268966,787.4,49.264,0.982,2025-01-01T11:37:09
AAX009,34.173197,-118.266613,787.9,49.264,0.981,2025-01-01T11:37:19
AAX009,34.172775,-118.26426,788.5,49.264,0.98,2025-01-01T11:37:29
AAX009,34.172353,-118.261906,789.0,49.264,0.979,2025-01-01T11:37:39
AAX009,34.17193,-118.259553,789.6,49.264,0.978,2025-01-01T11:37:49
AAX009,34.171508,-118.2572,790.1,49.264,0.977,2025-01-01T11:37:59
AAX009,34.171085,-118.254847,790.7,49.264,0.976,2025-01-01T11:38:09
AAX009,34.170663,-118.252494,791.2,49.264,0.975,2025-01-01T11:38:19
AAX009,34.170241,-118.250141,791.8,49.264,0.974,2025-01-01T11:38:29
AAX009,34.169818,-118.247787,792.3,49.264,0.973,2025-01-01T11:38:39
AAX009,34.169396,-118.245434,792.9,49.264,0.972,2025-01-01T11:38:49
AAX009,34.168974,-118.243081,793.4,49.264,0.971,2025-01-01T11:38:59
AAX009,34.168551,-118.240728,794.0,49.264,0.97,2025-01-01T11:39:09
AAX009,34.168129,-118.238375,794.5,49.264,0.969,2025-01-01T11:39:19
AAX009,34.167707,-118.236022,795.1,49.264,0.968,2025-01-01T11:39:29
AAX009,34.167284,-118.233668,795.6,49.264,0.967,2025-01-01T11:39:39
AAX009,34.166862,-118.231315,796.2,49.264,0.966,2025-01-01T11:39:49
AAX009,34.166439,-118.228962,796.8,49.264,0.965,2025-01-01T11:39:59
AAX009,34.166017,-118.226609,797.3,49.264,0.964,2025-01-01T11:40:09
AAX009,34.165595,-118.224256,797.9,49.264,0.963,2025-01-01T11:40:19
AAX009,34.165172,-118.221903,798.4,49.264,0.962,2025-01-01T11:40:29
AAX009,34.16475,-118.219549,799.0,49.264,0.961,2025-01-01T11:40:39
AAX009,34.164328,-118.217196,799.5,49.264,0.96,2025-01-01T11:40:49
AAX009,34.163905,-118.214843,800.1,49.264,0.959,2025-01-01T11:40:59
AAX009,34.163483,-118.21249,800.6,49.264,0.958,2025-01-01T11:41:09
AAX009,34.16306,-118.210137,801.2,49.264,0.957,2025-01-01T11:41:19
AAX009,34.162638,-118.207783,801.7,49.264,0.956,2025-01-01T11:41:29
AAX009,34.162216,-118.20543,802.3,49.264,0.955,2025-01-01T11:41:39
AAX009,34.161793,-118.203077,802.8,49.264,0.954,2025-01-01T11:41:49
AAX009,34.161371,-118.200724,803.4,49.264,0.953,2025-01-01T11:41:59
AAX009,34.160949,-118.198371,803.9,49.264,0.952,2025-01-01T11:42:09
AAX009,34.160526,-118.196018,804.5,49.264,0.951,2025-01-01T11:42:19
AAX009,34.160104,-118.193664,805.0,49.264,0.95,2025-01-01T11:42:29
AAX009,34.159681,-118.191311,805.6,49.264,0.949,2025-01-01T11:42:39
AAX009,34.159259,-118.188958,806.1,49.264,0.948,2025-01-01T11:42:49
AAX009,34.158837,-118.186605,806.7,49.264,0.947,2025-01-01T11:42:59
AAX009,34.158414,-118.184252,807.2,49.264,0.946,2025-01-01T11:43:09
AAX009,34.157992,-118.181899,807.8,49.264,0.945,2025-01-01T11:43:19
AAX009,34.15757,-118.179545,808.3,49.264,0.944,2025-01-01T11:43:29
AAX009,34.157147,-118.177192,808.9,49.264,0.943,2025-01-01T11:43:39
AAX009,34.156725,-118.174839,809.4,49.264,0.942,2025-01-01T11:43:49
AAX009,34.156303,-118.172486,810.0,49.264,0.941,2025-01-01T11:43:59
AAX009,34.15588,-118.170133,810.5,49.264,0.94,2025-01-01T11:44:09
AAX009,34.155458,-118.167779,811.1,49.264,0.939,2025-01-01T11:44:19
AAX009,34.155035,-118.165426,811.6,49.264,0.938,2025-01-01T11:44:29
AAX009,34.154613,-118.163073,812.2,49.264,0.937,2025-01-01T11:44:39
AAX009,34.154191,-118.16072,812.7,49.264,0.936,2025-01-01T11:44:49
AAX009,34.153768,-118.158367,813.3,49.264,0.935,2025-01-01T11:44:59
AAX009,34.153346,-118.156014,813.8,49.264,0.934,2025-01-01T11:45:09
AAX009,34.152924,-118.15366,814.4,49.264,0.933,2025-01-01T11:45:19
AAX009,34.152501,-118.151307,815.0,49.264,0.932,2025-01-01T11:45:29
AAX009,34.152079,-118.148954,815.5,49.264,0.931,2025-01-01T11:45:39
AAX009,34.151656,-118.146601,816.1,49.264,0.93,2025-01-01T11:45:49
AAX009,34.151234,-118.144248,816.6,49.264,0.929,2025-01-01T11:45:59
AAX009,34.150812,-118.141895,817.2,49.264,0.928,2025-01-01T11:46:09
AAX009,34.150389,-118.139541,817.7,49.264,0.927,2025-01-01T11:46:19
AAX009,34.149967,-118.137188,818.3,49.264,0.926,2025-01-01T11:46:29
AAX009,34.149545,-118.134835,818.8,49.264,0.925,2025-01-01T11:46:39
AAX009,34.149122,-118.132482,819.4,49.264,0.924,2025-01-01T11:46:49
AAX009,34.1487,-118.130129,819.9,49.264,0.923,2025-01-01T11:46:59
AAX009,34.148277,-118.127776,820.5,49.264,0.922,2025-01-01T11:47:09
AAX009,34.147855,-118.125422,821.0,49.264,0.921,2025-01-01T11:47:19
AAX009,34.147433,-118.123069,821.6,49.264,0.92,2025-01-01T11:47:29
AAX009,34.14701,-118.120716,822.1,49.264,0.919,2025-01-01T11:47:39
AAX009,34.146588,-118.118363,822.7,49.264,0.918,2025-01-01T11:47:49
AAX009,34.146166,-118.11601,823.2,49.264,0.917,2025-01-01T11:47:59
AAX009,34.145743,-118.113656,823.8,49.264,0.916,2025-01-01T11:48:09
AAX009,34.145321,-118.111303,824.3,49.264,0.915,2025-01-01T11:48:19
AAX009,34.144898,-118.10895,824.9,49.264,0.914,2025-01-01T11:48:29
AAX009,34.144476,-118.106597,825.4,49.264,0.913,2025-01-01T11:48:39
AAX009,34.144054,-118.104244,826.0,49.264,0.912,2025-01-01T11:48:49
AAX009,34.143631,-118.101891,826.5,49.264,0.911,2025-01-01T11:48:59
AAX009,34.143209,-118.099537,827.1,49.264,0.91,2025-01-01T11:49:09
AAX009,34.142787,-118.097184,827.6,49.264,0.909,2025-01-01T11:49:19
AAX009,34.142364,-118.094831,828.2,49.264,0.908,2025-01-01T11:49:29
AAX009,34.141942,-118.092478,828.7,49.264,0.907,2025-01-01T11:49:39
AAX009,34.14152,-118.090125,829.3,49.264,0.906,2025-01-01T11:49:49
AAX009,34.141097,-118.087772,829.8,49.264,0.905,2025-01-01T11:49:59
AAX009,34.140675,-118.085418,830.4,49.264,0.904,2025-01-01T11:50:09
AAX009,34.140252,-118.083065,830.9,49.264,0.903,2025-01-01T11:50:19
AAX009,34.13983,-118.080712,831.5,49.264,0.902,2025-01-01T11:50:29
AAX009,34.139408,-118.078359,832.0,49.264,0.901,2025-01-01T11:50:39
AAX009,34.138985,-118.076006,832.6,49.264,0.9,2025-01-01T11:50:49
AAX009,34.138563,-118.073652,833.1,49.264,0.899,2025-01-01T11:50:59
AAX009,34.138141,-118.071299,833.7,49.264,0.898,2025-01-01T11:51:09
AAX009,34.137718,-118.068946,834.3,49.264,0.897,2025-01-01T11:51:19
AAX009,34.137296,-118.066593,834.8,49.264,0.896,2025-01-01T11:51:29
AAX009,34.136873,-118.06424,835.4,49.264,0.895,2025-01-01T11:51:39
AAX009,34.136451,-118.061887,835.9,49.264,0.894,2025-01-01T11:51:49
AAX009,34.136029,-118.059533,836.5,49.264,0.893,2025-01-01T11:51:59
AAX009,34.135606,-118.05718,837.0,49.264,0.892,2025-01-01T11:52:09
AAX009,34.135184,-118.054827,837.6,49.264,0.891,2025-01-01T11:52:19
AAX009,34.134762,-118.052474,838.1,49.264,0.89,2025-01-01T11:52:29
AAX009,34.134339,-118.050121,838.7,49.264,0.889,2025-01-01T11:52:39
AAX009,34.133917,-118.047768,839.2,49.264,0.888,2025-01-01T11:52:49
AAX009,34.133494,-118.045414,839.8,49.264,0.887,2025-01-01T11:52:59
AAX009,34.133072,-118.043061,840.3,49.264,0.886,2025-01-01T11:53:09
AAX009,34.13265,-118.040708,840.9,49.264,0.885,2025-01-01T11:53:19
AAX009,34.132227,-118.038355,841.4,49.264,0.884,2025-01-01T11:53:29
AAX009,34.131805,-118.036002,842.0,49.264,0.883,2025-01-01T11:53:39
AAX009,34.131383,-118.033649,842.5,49.264,0.882,2025-01-01T11:53:49
AAX009,34.13096,-118.031295,843.1,49.264,0.881,2025-01-01T11:53:59
AAX009,34.130538,-118.028942,843.6,49.264,0.88,2025-01-01T11:54:09
AAX009,34.130116,-118.026589,844.2,49.264,0.879,2025-01-01T11:54:19
AAX009,34.129693,-118.024236,844.7,49.264,0.878,2025-01-01T11:54:29
AAX009,34.129271,-118.021883,845.3,49.264,0.877,2025-01-01T11:54:39
AAX009,34.128848,-118.019529,845.8,49.264,0.876,2025-01-01T11:54:49
AAX009,34.128426,-118.017176,846.4,49.264,0.875,2025-01-01T11:54:59
AAX009,34.128004,-118.014823,846.9,49.264,0.874,2025-01-01T11:55:09
AAX009,34.127581,-118.01247,847.5,49.264,0.873,2025-01-01T11:55:19
AAX009,34.127159,-118.010117,848.0,49.264,0.872,2025-01-01T11:55:29
AAX009,34.126737,-118.007764,848.6,49.264,0.871,2025-01-01T11:55:39
AAX009,34.126314,-118.00541,849.1,49.264,0.87,2025-01-01T11:55:49
AAX009,34.125892,-118.003057,849.7,49.264,0.869,2025-01-01T11:55:59
AAX009,34.125469,-118.000704,850.2,49.264,0.868,2025-01-01T11:56:09
AAX009,34.125047,-117.998351,850.8,49.264,0.867,2025-01-01T11:56:19
AAX009,34.124625,-117.995998,851.3,49.264,0.866,2025-01-01T11:56:29
AAX009,34.124202,-117.993645,851.9,49.264,0.865,2025-01-01T11:56:39
AAX009,34.12378,-117.991291,852.5,49.264,0.864,2025-01-01T11:56:49
AAX009,34.123358,-117.988938,853.0,49.264,0.863,2025-01-01T11:56:59
AAX009,34.122935,-117.986585,853.6,49.264,0.862,2025-01-01T11:57:09
AAX009,34.122513,-117.984232,854.1,49.264,0.861,2025-01-01T11:57:19
AAX009,34.12209,-117.981879,854.7,49.264,0.86,2025-01-01T11:57:29
AAX009,34.121668,-117.979525,855.2,49.264,0.859,2025-01-01T11:57:39
AAX009,34.121246,-117.977172,855.8,49.264,0.858,2025-01-01T11:57:49
AAX009,34.120823,-117.974819,856.3,49.264,0.857,2025-01-01T11:57:59
AAX009,34.120401,-117.972466,856.9,49.264,0.856,2025-01-01T11:58:09
AAX009,34.119979,-117.970113,857.4,49.264,0.855,2025-01-01T11:58:19
AAX009,34.119556,-117.96776,858.0,49.264,0.854,2025-01-01T11:58:29
AAX009,34.119134,-117.965406,858.5,49.264,0.853,2025-01-01T11:58:39
AAX009,34.118712,-117.963053,859.1,49.264,0.852,2025-01-01T11:58:49
AAX009,34.118289,-117.9607,859.6,49.264,0.851,2025-01-01T11:58:59
AAX009,34.117867,-117.958347,860.2,49.264,0.85,2025-01-01T11:59:09
AAX009,34.117444,-117.955994,860.7,49.264,0.849,2025-01-01T11:59:19
AAX009,34.117022,-117.953641,861.3,49.264,0.848,2025-01-01T11:59:29
AAX009,34.1166,-117.951287,861.8,49.264,0.847,2025-01-01T11:59:39
AAX009,34.116177,-117.948934,862.4,49.264,0.846,2025-01-01T11:59:49
AAX009,34.115755,-117.946581,862.9,49.264,0.845,2025-01-01T11:59:59
AAX009,34.115333,-117.944228,863.5,49.264,0.844,2025-01-01T12:00:09
AAX009,34.11491,-117.941875,864.0,49.264,0.843,2025-01-01T12:00:19
AAX009,34.114488,-117.939521,864.6,49.264,0.842,2025-01-01T12:00:29
AAX009,34.114065,-117.937168,865.1,49.264,0.841,2025-01-01T12:00:39
AAX009,34.113643,-117.934815,865.7,49.264,0.84,2025-01-01T12:00:49
AAX009,34.113221,-117.932462,866.2,49.264,0.839,2025-01-01T12:00:59
AAX009,34.112798,-117.930109,866.8,49.264,0.838,2025-01-01T12:01:09
AAX009,34.112376,-117.927756,867.3,49.264,0.837,2025-01-01T12:01:19
AAX009,34.111954,-117.925402,867.9,49.264,0.836,2025-01-01T12:01:29
AAX009,34.111531,-117.923049,868.4,49.264,0.835,2025-01-01T12:01:39
AAX009,34.111109,-117.920696,869.0,49.264,0.834,2025-01-01T12:01:49
AAX009,34.110686,-117.918343,869.5,49.264,0.833,2025-01-01T12:01:59
AAX009,34.110264,-117.91599,870.1,49.264,0.832,2025-01-01T12:02:09
AAX009,34.109842,-117.913637,870.7,49.264,0.831,2025-01-01T12:02:19
AAX009,34.109419,-117.911283,871.2,49.264,0.83,2025-01-01T12:02:29
AAX009,34.108997,-117.90893,871.8,49.264,0.829,2025-01-01T12:02:39
AAX009,34.108575,-117.906577,872.3,49.264,0.828,2025-01-01T12:02:49
AAX009,34.108152,-117.904224,872.9,49.264,0.827,2025-01-01T12:02:59
AAX009,34.10773,-117.901871,873.4,49.264,0.826,2025-01-01T12:03:09
AAX009,34.107308,-117.899518,874.0,49.264,0.825,2025-01-01T12:03:19
AAX009,34.106885,-117.897164,874.5,49.264,0.824,2025-01-01T12:03:29
AAX009,34.106463,-117.894811,875.1,49.264,0.823,2025-01-01T12:03:39
AAX009,34.10604,-117.892458,875.6,49.264,0.822,2025-01-01T12:03:49
AAX009,34.105618,-117.890105,876.2,49.264,0.821,2025-01-01T12:03:59
AAX009,34.105196,-117.887752,876.7,49.264,0.82,2025-01-01T12:04:09
AAX009,34.104773,-117.885398,877.3,49.264,0.819,2025-01-01T12:04:19
AAX009,34.104351,-117.883045,877.8,49.264,0.818,2025-01-01T12:04:29
AAX009,34.103929,-117.880692,878.4,49.264,0.817,2025-01-01T12:04:39
AAX009,34.103506,-117.878339,878.9,49.264,0.816,2025-01-01T12:04:49
AAX009,34.103084,-117.875986,879.5,49.264,0.815,2025-01-01T12:04:59
AAX009,34.102661,-117.873633,880.0,49.264,0.814,2025-01-01T12:05:09
AAX009,34.102239,-117.871279,880.6,49.264,0.813,2025-01-01T12:05:19
AAX009,34.101817,-117.868926,881.1,49.264,0.812,2025-01-01T12:05:29
AAX009,34.101394,-117.866573,881.7,49.264,0.811,2025-01-01T12:05:39
AAX009,34.100972,-117.86422,882.2,49.264,0.81,2025-01-01T12:05:49
AAX009,34.10055,-117.861867,882.8,49.264,0.809,2025-01-01T12:05:59
AAX009,34.100127,-117.859514,883.3,49.264,0.808,2025-01-01T12:06:09
AAX009,34.099705,-117.85716,883.9,49.264,0.807,2025-01-01T12:06:19
AAX009,34.099282,-117.854807,884.4,49.264,0.806,2025-01-01T12:06:29
AAX009,34.09886,-117.852454,885.0,49.264,0.805,2025-01-01T12:06:39
AAX009,34.098438,-117.850101,885.5,49.264,0.804,2025-01-01T12:06:49
AAX009,34.098015,-117.847748,886.1,49.264,0.803,2025-01-01T12:06:59
AAX009,34.097593,-117.845394,886.6,49.264,0.802,2025-01-01T12:07:09
AAX009,34.097171,-117.843041,887.2,49.264,0.801,2025-01-01T12:07:19
AAX009,34.096748,-117.840688,887.7,49.264,0.8,2025-01-01T12:07:29
AAX009,34.096326,-117.838335,888.3,49.264,0.799,2025-01-01T12:07:39
AAX009,34.095904,-117.835982,888.9,49.264,0.798,2025-01-01T12:07:49
AAX009,34.095481,-117.833629,889.4,49.264,0.797,2025-01-01T12:07:59
AAX009,34.095059,-117.831275,890.0,49.264,0.796,2025-01-01T12:08:09
AAX009,34.094636,-117.828922,890.5,49.264,0.795,2025-01-01T12:08:19
AAX009,34.094214,-117.826569,891.1,49.264,0.794,2025-01-01T12:08:29
AAX009,34.093792,-117.824216,891.6,49.264,0.793,2025-01-01T12:08:39
AAX009,34.093369,-117.821863,892.2,49.264,0.792,2025-01-01T12:08:49
AAX009,34.092947,-117.81951,892.7,49.264,0.791,2025-01-01T12:08:59
AAX009,34.092525,-117.817156,893.3,49.264,0.79,2025-01-01T12:09:09
AAX009,34.092102,-117.814803,893.8,49.264,0.789,2025-01-01T12:09:19
AAX009,34.09168,-117.81245,894.4,49.264,0.788,2025-01-01T12:09:29
AAX009,34.091257,-117.810097,894.9,49.264,0.787,2025-01-01T12:09:39
AAX009,34.090835,-117.807744,895.5,49.264,0.786,2025-01-01T12:09:49
AAX009,34.090413,-117.805391,896.0,49.264,0.785,2025-01-01T12:09:59
AAX009,34.08999,-117.803037,896.6,49.264,0.784,2025-01-01T12:10:09
AAX009,34.089568,-117.800684,897.1,49.264,0.783,2025-01-01T12:10:19
AAX009,34.089146,-117.798331,897.7,49.264,0.782,2025-01-01T12:10:29
AAX009,34.088723,-117.795978,898.2,49.264,0.781,2025-01-01T12:10:39
AAX009,34.088301,-117.793625,898.8,49.264,0.78,2025-01-01T12:10:49
AAX009,34.087878,-117.791271,899.3,49.264,0.779,2025-01-01T12:10:59
AAX009,34.087456,-117.788918,899.9,49.264,0.778,2025-01-01T12:11:09
AAX009,34.087034,-117.786565,900.4,49.264,0.777,2025-01-01T12:11:19
AAX009,34.086611,-117.784212,901.0,49.264,0.776,2025-01-01T12:11:29
AAX009,34.086189,-117.781859,901.5,49.264,0.775,2025-01-01T12:11:39
AAX009,34.085767,-117.779506,902.1,49.264,0.774,2025-01-01T12:11:49
AAX009,34.085344,-117.777152,902.6,49.264,0.773,2025-01-01T12:11:59
AAX009,34.084922,-117.774799,903.2,49.264,0.772,2025-01-01T12:12:09
AAX009,34.0845,-117.772446,903.7,49.264,0.771,2025-01-01T12:12:19
AAX009,34.084077,-117.770093,904.3,49.264,0.77,2025-01-01T12:12:29
AAX009,34.083655,-117.76774,904.8,49.264,0.769,2025-01-01T12:12:39
AAX009,34.083232,-117.765387,905.4,49.264,0.768,2025-01-01T12:12:49
AAX009,34.08281,-117.763033,905.9,49.264,0.767,2025-01-01T12:12:59
AAX009,34.082388,-117.76068,906.5,49.264,0.766,2025-01-01T12:13:09
AAX009,34.081965,-117.758327,907.0,49.264,0.765,2025-01-01T12:13:19
AAX009,34.081543,-117.755974,907.6,49.264,0.764,2025-01-01T12:13:29
AAX009,34.081121,-117.753621,908.2,49.264,0.763,2025-01-01T12:13:39
AAX009,34.080698,-117.751267,908.7,49.264,0.762,2025-01-01T12:13:49
AAX009,34.080276,-117.748914,909.3,49.264,0.761,2025-01-01T12:13:59
AAX009,34.079853,-117.746561,909.8,49.264,0.76,2025-01-01T12:14:09
AAX009,34.079431,-117.744208,910.4,49.264,0.759,2025-01-01T12:14:19
AAX009,34.079009,-117.741855,910.9,49.264,0.758,2025-01-01T12:14:29
AAX009,34.078586,-117.739502,911.5,49.264,0.757,2025-01-01T12:14:39
AAX009,34.078164,-117.737148,912.0,49.264,0.756,2025-01-01T12:14:49
AAX009,34.077742,-117.734795,912.6,49.264,0.755,2025-01-01T12:14:59
AAX009,34.077319,-117.732442,913.1,49.264,0.754,2025-01-01T12:15:09
AAX009,34.076897,-117.730089,913.7,49.264,0.753,2025-01-01T12:15:19
AAX009,34.076474,-117.727736,914.2,49.264,0.752,2025-01-01T12:15:29
AAX009,34.076052,-117.725383,914.8,49.264,0.751,2025-01-01T12:15:39
AAX009,34.07563,-117.723029,915.3,49.264,0.75,2025-01-01T12:15:49
AAX009,34.075207,-117.720676,915.9,49.264,0.749,2025-01-01T12:15:59
AAX009,34.074785,-117.718323,916.4,49.264,0.748,2025-01-01T12:16:09
AAX009,34.074363,-117.71597,917.0,49.264,0.747,2025-01-01T12:16:19
AAX009,34.07394,-117.713617,917.5,49.264,0.746,2025-01-01T12:16:29
AAX009,34.073518,-117.711263,918.1,49.264,0.745,2025-01-01T12:16:39
AAX009,34.073095,-117.70891,918.6,49.264,0.744,2025-01-01T12:16:49
AAX009,34.072673,-117.706557,919.2,49.264,0.743,2025-01-01T12:16:59
AAX009,34.072251,-117.704204,919.7,49.264,0.742,2025-01-01T12:17:09
AAX009,34.071828,-117.701851,920.3,49.264,0.741,2025-01-01T12:17:19
AAX009,34.071406,-117.699498,920.8,49.264,0.74,2025-01-01T12:17:29
AAX009,34.070984,-117.697144,921.4,49.264,0.739,2025-01-01T12:17:39
AAX009,34.070561,-117.694791,921.9,49.264,0.738,2025-01-01T12:17:49
AAX009,34.070139,-117.692438,922.5,49.264,0.737,2025-01-01T12:17:59
AAX009,34.069717,-117.690085,923.0,49.264,0.736,2025-01-01T12:18:09
AAX009,34.069294,-117.687732,923.6,49.264,0.735,2025-01-01T12:18:19
AAX009,34.068872,-117.685379,924.1,49.264,0.734,2025-01-01T12:18:29
AAX009,34.068449,-117.683025,924.7,49.264,0.733,2025-01-01T12:18:39
AAX009,34.068027,-117.680672,925.2,49.264,0.732,2025-01-01T12:18:49
AAX009,34.067605,-117.678319,925.8,49.264,0.731,2025-01-01T12:18:59
AAX009,34.067182,-117.675966,926.4,49.264,0.73,2025-01-01T12:19:09
AAX009,34.06676,-117.673613,926.9,49.264,0.729,2025-01-01T12:19:19
AAX009,34.066338,-117.67126,927.5,49.264,0.728,2025-01-01T12:19:29
AAX009,34.065915,-117.668906,928.0,49.264,0.727,2025-01-01T12:19:39
AAX009,34.065493,-117.666553,928.6,49.264,0.726,2025-01-01T12:19:49
AAX009,34.06507,-117.6642,929.1,49.264,0.725,2025-01-01T12:19:59
AAX009,34.064648,-117.661847,929.7,49.264,0.724,2025-01-01T12:20:09
AAX009,34.064226,-117.659494,930.2,49.264,0.723,2025-01-01T12:20:19
AAX009,34.063803,-117.65714,930.8,49.264,0.722,2025-01-01T12:20:29
AAX009,34.063381,-117.654787,931.3,49.264,0.721,2025-01-01T12:20:39
AAX009,34.062959,-117.652434,931.9,49.264,0.72,2025-01-01T12:20:49
AAX009,34.062536,-117.650081,932.4,49.264,0.719,2025-01-01T12:20:59
AAX009,34.062114,-117.647728,933.0,49.264,0.718,2025-01-01T12:21:09
AAX009,34.061691,-117.645375,933.5,49.264,0.717,2025-01-01T12:21:19
AAX009,34.061269,-117.643021,934.1,49.264,0.716,2025-01-01T12:21:29
AAX009,34.060847,-117.640668,934.6,49.264,0.715,2025-01-01T12:21:39
AAX009,34.060424,-117.638315,935.2,49.264,0.714,2025-01-01T12:21:49
AAX009,34.060002,-117.635962,935.7,49.264,0.713,2025-01-01T12:21:59
AAX009,34.05958,-117.633609,936.3,49.264,0.712,2025-01-01T12:22:09
AAX009,34.059157,-117.631256,936.8,49.264,0.711,2025-01-01T12:22:19
AAX009,34.058735,-117.628902,937.4,49.264,0.71,2025-01-01T12:22:29
AAX009,34.058313,-117.626549,937.9,49.264,0.709,2025-01-01T12:22:39
AAX009,34.05789,-117.624196,938.5,49.264,0.708,2025-01-01T12:22:49
AAX009,34.057468,-117.621843,939.0,49.264,0.707,2025-01-01T12:22:59
AAX009,34.057045,-117.61949,939.6,49.264,0.706,2025-01-01T12:23:09
AAX009,34.056623,-117.617136,940.1,49.264,0.705,2025-01-01T12:23:19
AAX009,34.056201,-117.614783,940.7,49.264,0.704,2025-01-01T12:23:29
AAX009,34.055778,-117.61243,941.2,49.264,0.703,2025-01-01T12:23:39
AAX009,34.055356,-117.610077,941.8,49.264,0.702,2025-01-01T12:23:49
AAX009,34.054934,-117.607724,942.3,49.264,0.701,2025-01-01T12:23:59
AAX009,34.054511,-117.605371,942.9,49.264,0.7,2025-01-01T12:24:09
AAX009,34.054089,-117.603017,943.4,49.264,0.699,2025-01-01T12:24:19
AAX009,34.053666,-117.600664,944.0,49.264,0.698,2025-01-01T12:24:29
AAY004,34.1808,-118.30897,778.0,135.062,0.999,2025-01-01T11:34:18
AAY004,34.179634,-118.302472,779.5,135.062,0.998,2025-01-01T11:34:28
AAY004,34.178467,-118.295974,781.0,135.062,0.997,2025-01-01T11:34:38
AAY004,34.177301,-118.289475,782.6,135.062,0.996,2025-01-01T11:34:48
AAY004,34.176135,-118.282977,784.1,135.062,0.995,2025-01-01T11:34:58
AAY004,34.174968,-118.276479,785.6,135.062,0.994,2025-01-01T11:35:08
AAY004,34.173802,-118.269981,787.1,135.062,0.993,2025-01-01T11:35:18
AAY004,34.172635,-118.263482,788.7,135.062,0.992,2025-01-01T11:35:28
AAY004,34.171469,-118.256984,790.2,135.062,0.991,2025-01-01T11:35:38
AAY004,34.170303,-118.250486,791.7,135.062,0.99,2025-01-01T11:35:48
AAY004,34.169136,-118.243988,793.2,135.062,0.989,2025-01-01T11:35:58
AAY004,34.16797,-118.23749,794.8,135.062,0.988,2025-01-01T11:36:08
AAY004,34.166804,-118.230991,796.3,135.062,0.987,2025-01-01T11:36:18
