tail_number,lat,lon,alt,speed,heading,fuel,timestamp
AAY004,34.125103,-117.998665,850.7,140.135,102.0,0.953,2025-01-01T11:45:23
AAY004,34.123893,-117.991919,852.3,140.135,102.0,0.952,2025-01-01T11:45:33
AAY004,34.122682,-117.985173,853.9,140.135,102.0,0.951,2025-01-01T11:45:43
AAY004,34.121471,-117.978427,855.5,140.135,102.0,0.95,2025-01-01T11:45:53
AAY004,34.12026,-117.971682,857.0,140.135,102.0,0.949,2025-01-01T11:46:03
AAY004,34.119049,-117.964936,858.6,140.135,102.0,0.948,2025-01-01T11:46:13
AAY004,34.117839,-117.95819,860.2,140.135,102.0,0.947,2025-01-01T11:46:23
AAY004,34.116628,-117.951444,861.8,140.135,102.0,0.946,2025-01-01T11:46:33
AAY004,34.115417,-117.944698,863.4,140.135,102.0,0.945,2025-01-01T11:46:43
AAY004,34.114206,-117.937953,865.0,140.135,102.0,0.944,2025-01-01T11:46:53
AAY004,34.112995,-117.931207,866.5,140.135,102.0,0.943,2025-01-01T11:47:03
AAY004,34.111785,-117.924461,868.1,140.135,102.0,0.942,2025-01-01T11:47:13
AAY004,34.110574,-117.917715,869.7,140.135,102.0,0.941,2025-01-01T11:47:23
AAY004,34.109363,-117.91097,871.3,140.135,102.0,0.94,2025-01-01T11:47:33
AAY004,34.108152,-117.904224,872.9,140.135,102.0,0.939,2025-01-01T11:47:43
AAY004,34.106941,-117.897478,874.4,140.135,102.0,0.938,2025-01-01T11:47:53
AAY004,34.105731,-117.890732,876.0,140.135,102.0,0.937,2025-01-01T11:48:03
AAY004,34.10452,-117.883987,877.6,140.135,102.0,0.936,2025-01-01T11:48:13
AAY004,34.103309,-117.877241,879.2,140.135,102.0,0.935,2025-01-01T11:48:23
AAY004,34.102098,-117.870495,880.8,140.135,102.0,0.934,2025-01-01T11:48:33
AAY004,34.100887,-117.863749,882.3,140.135,102.0,0.933,2025-01-01T11:48:43
AAY004,34.099677,-117.857003,883.9,140.135,102.0,0.932,2025-01-01T11:48:53
AAY004,34.098466,-117.850258,885.5,140.135,102.0,0.931,2025-01-01T11:49:03
AAY004,34.097255,-117.843512,887.1,140.135,102.0,0.93,2025-01-01T11:49:13
AAY004,34.096044,-117.836766,888.7,140.135,102.0,0.929,2025-01-01T11:49:23
AAY004,34.094834,-117.83002,890.2,140.135,102.0,0.928,2025-01-01T11:49:33
AAY004,34.093623,-117.823275,891.8,140.135,102.0,0.927,2025-01-01T11:49:43
AAY004,34.092412,-117.816529,893.4,140.135,102.0,0.926,2025-01-01T11:49:53
AAY004,34.091201,-117.809783,895.0,140.135,102.0,0.925,2025-01-01T11:50:03
AAY004,34.08999,-117.803037,896.6,140.135,102.0,0.924,2025-01-01T11:50:13
AAY004,34.08878,-117.796292,898.2,140.135,102.0,0.923,2025-01-01T11:50:23
AAY004,34.087569,-117.789546,899.7,140.135,102.0,0.922,2025-01-01T11:50:33
AAY004,34.086358,-117.7828,901.3,140.135,102.0,0.921,2025-01-01T11:50:43
AAY004,34.085147,-117.776054,902.9,140.135,102.0,0.92,2025-01-01T11:50:53
AAY004,34.083936,-117.769308,904.5,140.135,102.0,0.919,2025-01-01T11:51:03
AAY004,34.082726,-117.762563,906.1,140.135,102.0,0.918,2025-01-01T11:51:13
AAY004,34.081515,-117.755817,907.6,140.135,102.0,0.917,2025-01-01T11:51:23
AAY004,34.080304,-117.749071,909.2,140.135,102.0,0.916,2025-01-01T11:51:33
AAY004,34.079093,-117.742325,910.8,140.135,102.0,0.915,2025-01-01T11:51:43
AAY004,34.077882,-117.73558,912.4,140.135,102.0,0.914,2025-01-01T11:51:53
AAY004,34.076672,-117.728834,914.0,140.135,102.0,0.913,2025-01-01T11:52:03
AAY004,34.075461,-117.722088,915.5,140.135,102.0,0.912,2025-01-01T11:52:13
AAY004,34.07425,-117.715342,917.1,140.135,102.0,0.911,2025-01-01T11:52:23
AAY004,34.073039,-117.708597,918.7,140.135,102.0,0.91,2025-01-01T11:52:33
AAY004,34.071828,-117.701851,920.3,140.135,102.0,0.909,2025-01-01T11:52:43
AAY004,34.070618,-117.695105,921.9,140.135,102.0,0.908,2025-01-01T11:52:53
AAY004,34.069407,-117.688359,923.4,140.135,102.0,0.907,2025-01-01T11:53:03
AAY004,34.068196,-117.681613,925.0,140.135,102.0,0.906,2025-01-01T11:53:13
AAY004,34.066985,-117.674868,926.6,140.135,102.0,0.905,2025-01-01T11:53:23
AAY004,34.065774,-117.668122,928.2,140.135,102.0,0.904,2025-01-01T11:53:33
AAY004,34.064564,-117.661376,929.8,140.135,102.0,0.903,2025-01-01T11:53:43
AAY004,34.063353,-117.65463,931.4,140.135,102.0,0.902,2025-01-01T11:53:53
AAY004,34.062142,-117.647885,932.9,140.135,102.0,0.901,2025-01-01T11:54:03
AAY004,34.060931,-117.641139,934.5,140.135,102.0,0.9,2025-01-01T11:54:13
AAY004,34.05972,-117.634393,936.1,140.135,102.0,0.899,2025-01-01T11:54:23
AAY004,34.05851,-117.627647,937.7,140.135,102.0,0.898,2025-01-01T11:54:33
AAY004,34.057299,-117.620902,939.3,140.135,102.0,0.897,2025-01-01T11:54:43
AAY004,34.056088,-117.614156,940.8,140.135,102.0,0.896,2025-01-01T11:54:53
AAY004,34.054877,-117.60741,942.4,140.135,102.0,0.895,2025-01-01T11:55:03
AAY004,34.053666,-117.600664,944.0,140.135,102.0,0.894,2025-01-01T11:55:13
AAY009,34.1808,-118.30897,778.0,141.015,102.0,0.999,2025-01-01T11:38:58
AAY009,34.179578,-118.302159,779.6,141.015,102.0,0.998,2025-01-01T11:39:08
AAY009,34.178355,-118.295349,781.2,141.015,102.0,0.997,2025-01-01T11:39:18
AAY009,34.177133,-118.288538,782.8,141.015,102.0,0.996,2025-01-01T11:39:28
AAY009,34.17591,-118.281727,784.4,141.015,102.0,0.995,2025-01-01T11:39:38
AAY009,34.174688,-118.274917,786.0,141.015,102.0,0.994,2025-01-01T11:39:48
AAY009,34.173465,-118.268106,787.6,141.015,102.0,0.993,2025-01-01T11:39:58
AAY009,34.172243,-118.261296,789.2,141.015,102.0,0.992,2025-01-01T11:40:08
AAY009,34.17102,-118.254485,790.8,141.015,102.0,0.991,2025-01-01T11:40:18
AAY009,34.169798,-118.247674,792.4,141.015,102.0,0.99,2025-01-01T11:40:28
AAY009,34.168576,-118.240864,794.0,141.015,102.0,0.989,2025-01-01T11:40:38
AAY009,34.167353,-118.234053,795.6,141.015,102.0,0.988,2025-01-01T11:40:48
AAY009,34.166131,-118.227242,797.2,141.015,102.0,0.987,2025-01-01T11:40:58
AAY009,34.164908,-118.220432,798.8,141.015,102.0,0.986,2025-01-01T11:41:08
AAY009,34.163686,-118.213621,800.3,141.015,102.0,0.985,2025-01-01T11:41:18
AAY009,34.162463,-118.206811,801.9,141.015,102.0,0.984,2025-01-01T11:41:28
AAY009,34.161241,-118.2,803.5,141.015,102.0,0.983,2025-01-01T11:41:38
AAY009,34.160019,-118.193189,805.1,141.015,102.0,0.982,2025-01-01T11:41:48
AAY009,34.158796,-118.186379,806.7,141.015,102.0,0.981,2025-01-01T11:41:58
AAY009,34.157574,-118.179568,808.3,141.015,102.0,0.98,2025-01-01T11:42:08
AAY009,34.156351,-118.172757,809.9,141.015,102.0,0.979,2025-01-01T11:42:18
AAY009,34.155129,-118.165947,811.5,141.015,102.0,0.978,2025-01-01T11:42:28
AAY009,34.153906,-118.159136,813.1,141.015,102.0,0.977,2025-01-01T11:42:38
AAY009,34.152684,-118.152325,814.7,141.015,102.0,0.976,2025-01-01T11:42:48
AAY009,34.151461,-118.145515,816.3,141.015,102.0,0.975,2025-01-01T11:42:58
AAY009,34.150239,-118.138704,817.9,141.015,102.0,0.974,2025-01-01T11:43:08
AAY009,34.149017,-118.131894,819.5,141.015,102.0,0.973,2025-01-01T11:43:18
AAY009,34.147794,-118.125083,821.1,141.015,102.0,0.972,2025-01-01T11:43:28
AAY009,34.146572,-118.118272,822.7,141.015,102.0,0.971,2025-01-01T11:43:38
AAY009,34.145349,-118.111462,824.3,141.015,102.0,0.97,2025-01-01T11:43:48
AAY009,34.144127,-118.104651,825.9,141.015,102.0,0.969,2025-01-01T11:43:58
AAY009,34.142904,-118.09784,827.5,141.015,102.0,0.968,2025-01-01T11:44:08
AAY009,34.141682,-118.09103,829.1,141.015,102.0,0.967,2025-01-01T11:44:18
AAY009,34.14046,-118.084219,830.7,141.015,102.0,0.966,2025-01-01T11:44:28
AAY009,34.139237,-118.077409,832.3,141.015,102.0,0.965,2025-01-01T11:44:38
AAY009,34.138015,-118.070598,833.9,141.015,102.0,0.964,2025-01-01T11:44:48
AAY009,34.136792,-118.063787,835.5,141.015,102.0,0.963,2025-01-01T11:44:58
AAY009,34.13557,-118.056977,837.1,141.015,102.0,0.962,2025-01-01T11:45:08
AAY009,34.134347,-118.050166,838.7,141.015,102.0,0.961,2025-01-01T11:45:18
AAY009,34.133125,-118.043355,840.2,141.015,102.0,0.96,2025-01-01T11:45:28
AAY009,34.131902,-118.036545,841.8,141.015,102.0,0.959,2025-01-01T11:45:38
AAY009,34.13068,-118.029734,843.4,141.015,102.0,0.958,2025-01-01T11:45:48
AAY009,34.129458,-118.022923,845.0,141.015,102.0,0.957,2025-01-01T11:45:58
AAY009,34.128235,-118.016113,846.6,141.015,102.0,0.956,2025-01-01T11:46:08
AAY009,34.127013,-118.009302,848.2,141.015,102.0,0.955,2025-01-01T11:46:18
AAY009,34.12579,-118.002492,849.8,141.015,102.0,0.954,2025-01-01T11:46:28
AAY009,34.124568,-117.995681,851.4,141.015,102.0,0.953,2025-01-01T11:46:38
AAY009,34.123345,-117.98887,853.0,141.015,102.0,0.952,2025-01-01T11:46:48
AAY009,34.122123,-117.98206,854.6,141.015,102.0,0.951,2025-01-01T11:46:58
AAY009,34.120901,-117.975249,856.2,141.015,102.0,0.95,2025-01-01T11:47:08
AAY009,34.119678,-117.968438,857.8,141.015,102.0,0.949,2025-01-01T11:47:18
AAY009,34.118456,-117.961628,859.4,141.015,102.0,0.948,2025-01-01T11:47:28
AAY009,34.117233,-117.954817,861.0,141.015,102.0,0.947,2025-01-01T11:47:38
AAY009,34.116011,-117.948006,862.6,141.015,102.0,0.946,2025-01-01T11:47:48
AAY009,34.114788,-117.941196,864.2,141.015,102.0,0.945,2025-01-01T11:47:58
AAY009,34.113566,-117.934385,865.8,141.015,102.0,0.944,2025-01-01T11:48:08
AAY009,34.112343,-117.927575,867.4,141.015,102.0,0.943,2025-01-01T11:48:18
AAY009,34.111121,-117.920764,869.0,141.015,102.0,0.942,2025-01-01T11:48:28
AAY009,34.109899,-117.913953,870.6,141.015,102.0,0.941,2025-01-01T11:48:38
AAY009,34.108676,-117.907143,872.2,141.015,102.0,0.94,2025-01-01T11:48:48
AAY009,34.107454,-117.900332,873.8,141.015,102.0,0.939,2025-01-01T11:48:58
AAY009,34.106231,-117.893521,875.4,141.015,102.0,0.938,2025-01-01T11:49:08
AAY009,34.105009,-117.886711,877.0,141.015,102.0,0.937,2025-01-01T11:49:18
AAY009,34.103786,-117.8799,878.6,141.015,102.0,0.936,2025-01-01T11:49:28
AAY009,34.102564,-117.87309,880.2,141.015,102.0,0.935,2025-01-01T11:49:38
AAY009,34.101342,-117.866279,881.8,141.015,102.0,0.934,2025-01-01T11:49:48
AAY009,34.100119,-117.859468,883.3,141.015,102.0,0.933,2025-01-01T11:49:58
AAY009,34.098897,-117.852658,884.9,141.015,102.0,0.932,2025-01-01T11:50:08
AAY009,34.097674,-117.845847,886.5,141.015,102.0,0.931,2025-01-01T11:50:18
AAY009,34.096452,-117.839036,888.1,141.015,102.0,0.93,2025-01-01T11:50:28
AAY009,34.095229,-117.832226,889.7,141.015,102.0,0.929,2025-01-01T11:50:38
AAY009,34.094007,-117.825415,891.3,141.015,102.0,0.928,2025-01-01T11:50:48
AAY009,34.092784,-117.818604,892.9,141.015,102.0,0.927,2025-01-01T11:50:58
AAY009,34.091562,-117.811794,894.5,141.015,102.0,0.926,2025-01-01T11:51:08
AAY009,34.09034,-117.804983,896.1,141.015,102.0,0.925,2025-01-01T11:51:18
AAY009,34.089117,-117.798173,897.7,141.015,102.0,0.924,2025-01-01T11:51:28
AAY009,34.087895,-117.791362,899.3,141.015,102.0,0.923,2025-01-01T11:51:38
AAY009,34.086672,-117.784551,900.9,141.015,102.0,0.922,2025-01-01T11:51:48
AAY009,34.08545,-117.777741,902.5,141.015,102.0,0.921,2025-01-01T11:51:58
AAY009,34.084227,-117.77093,904.1,141.015,102.0,0.92,2025-01-01T11:52:08
AAY009,34.083005,-117.764119,905.7,141.015,102.0,0.919,2025-01-01T11:52:18
AAY009,34.081783,-117.757309,907.3,141.015,102.0,0.918,2025-01-01T11:52:28
AAY009,34.08056,-117.750498,908.9,141.015,102.0,0.917,2025-01-01T11:52:38
AAY009,34.079338,-117.743688,910.5,141.015,102.0,0.916,2025-01-01T11:52:48
AAY009,34.078115,-117.736877,912.1,141.015,102.0,0.915,2025-01-01T11:52:58
AAY009,34.076893,-117.730066,913.7,141.015,102.0,0.914,2025-01-01T11:53:08
AAY009,34.07567,-117.723256,915.3,141.015,102.0,0.913,2025-01-01T11:53:18
AAY009,34.074448,-117.716445,916.9,141.015,102.0,0.912,2025-01-01T11:53:28
AAY009,34.073225,-117.709634,918.5,141.015,102.0,0.911,2025-01-01T11:53:38
AAY009,34.072003,-117.702824,920.1,141.015,102.0,0.91,2025-01-01T11:53:48
AAY009,34.070781,-117.696013,921.7,141.015,102.0,0.909,2025-01-01T11:53:58
AAY009,34.069558,-117.689202,923.2,141.015,102.0,0.908,2025-01-01T11:54:08
AAY009,34.068336,-117.682392,924.8,141.015,102.0,0.907,2025-01-01T11:54:18
AAY009,34.067113,-117.675581,926.4,141.015,102.0,0.906,2025-01-01T11:54:28
AAY009,34.065891,-117.668771,928.0,141.015,102.0,0.905,2025-01-01T11:54:38
AAY009,34.064668,-117.66196,929.6,141.015,102.0,0.904,2025-01-01T11:54:48
AAY009,34.063446,-117.655149,931.2,141.015,102.0,0.903,2025-01-01T11:54:58
AAY009,34.062224,-117.648339,932.8,141.015,102.0,0.902,2025-01-01T11:55:08
AAY009,34.061001,-117.641528,934.4,141.015,102.0,0.901,2025-01-01T11:55:18
AAY009,34.059779,-117.634717,936.0,141.015,102.0,0.9,2025-01-01T11:55:28
AAY009,34.058556,-117.627907,937.6,141.015,102.0,0.899,2025-01-01T11:55:38
AAY009,34.057334,-117.621096,939.2,141.015,102.0,0.898,2025-01-01T11:55:48
AAY009,34.056111,-117.614286,940.8,141.015,102.0,0.897,2025-01-01T11:55:58
AAY009,34.054889,-117.607475,942.4,141.015,102.0,0.896,2025-01-01T11:56:08
AAY009,34.053666,-117.600664,944.0,141.015,102.0,0.895,2025-01-01T11:56:18
AAZ004,34.1808,-118.30897,778.0,277.988,102.0,0.999,2025-01-01T10:55:01
AAZ004,34.178355,-118.295349,781.2,277.988,102.0,0.998,2025-01-01T10:55:11
AAZ004,34.17591,-118.281727,784.4,277.988,102.0,0.997,2025-01-01T10:55:21
AAZ004,34.173465,-118.268106,787.6,277.988,102.0,0.996,2025-01-01T10:55:31
AAZ004,34.17102,-118.254485,790.8,277.988,102.0,0.995,2025-01-01T10:55:41
AAZ004,34.168576,-118.240864,794.0,277.988,102.0,0.994,2025-01-01T10:55:51
AAZ004,34.166131,-118.227242,797.2,277.988,102.0,0.993,2025-01-01T10:56:01
AAZ004,34.163686,-118.213621,800.3,277.988,102.0,0.992,2025-01-01T10:56:11
AAZ004,34.161241,-118.2,803.5,277.988,102.0,0.991,2025-01-01T10:56:21
AAZ004,34.158796,-118.186379,806.7,277.988,102.0,0.99,2025-01-01T10:56:31
AAZ004,34.156351,-118.172757,809.9,277.988,102.0,0.989,2025-01-01T10:56:41
AAZ004,34.153906,-118.159136,813.1,277.988,102.0,0.988,2025-01-01T10:56:51
AAZ004,34.151461,-118.145515,816.3,277.988,102.0,0.987,2025-01-01T10:57:01
AAZ004,34.149017,-118.131894,819.5,277.988,102.0,0.986,2025-01-01T10:57:11
AAZ004,34.146572,-118.118272,822.7,277.988,102.0,0.985,2025-01-01T10:57:21
AAZ004,34.144127,-118.104651,825.9,277.988,102.0,0.984,2025-01-01T10:57:31
AAZ004,34.141682,-118.09103,829.1,277.988,102.0,0.983,2025-01-01T10:57:41
AAZ004,34.139237,-118.077409,832.3,277.988,102.0,0.982,2025-01-01T10:57:51
AAZ004,34.136792,-118.063787,835.5,277.988,102.0,0.981,2025-01-01T10:58:01
AAZ004,34.134347,-118.050166,838.7,277.988,102.0,0.98,2025-01-01T10:58:11
AAZ004,34.131902,-118.036545,841.8,277.988,102.0,0.979,2025-01-01T10:58:21
AAZ004,34.129458,-118.022923,845.0,277.988,102.0,0.978,2025-01-01T10:58:31
AAZ004,34.127013,-118.009302,848.2,277.988,102.0,0.977,2025-01-01T10:58:41
AAZ004,34.124568,-117.995681,851.4,277.988,102.0,0.976,2025-01-01T10:58:51
AAZ004,34.122123,-117.98206,854.6,277.988,102.0,0.975,2025-01-01T10:59:01
AAZ004,34.119678,-117.968438,857.8,277.988,102.0,0.974,2025-01-01T10:59:11
AAZ004,34.117233,-117.954817,861.0,277.988,102.0,0.973,2025-01-01T10:59:21
AAZ004,34.114788,-117.941196,864.2,277.988,102.0,0.972,2025-01-01T10:59:31
AAZ004,34.112343,-117.927575,867.4,277.988,102.0,0.971,2025-01-01T10:59:41
AAZ004,34.109899,-117.913953,870.6,277.988,102.0,0.97,2025-01-01T10:59:51
AAZ004,34.107454,-117.900332,873.8,277.988,102.0,0.969,2025-01-01T11:00:01
AAZ004,34.105009,-117.886711,877.0,277.988,102.0,0.968,2025-01-01T11:00:11
AAZ004,34.102564,-117.87309,880.2,277.988,102.0,0.967,2025-01-01T11:00:21
AAZ004,34.100119,-117.859468,883.3,277.988,102.0,0.966,2025-01-01T11:00:31
AAZ004,34.097674,-117.845847,886.5,277.988,102.0,0.965,2025-01-01T11:00:41
AAZ004,34.095229,-117.832226,889.7,277.988,102.0,0.964,2025-01-01T11:00:51
AAZ004,34.092784,-117.818604,892.9,277.988,102.0,0.963,2025-01-01T11:01:01
AAZ004,34.09034,-117.804983,896.1,277.988,102.0,0.962,2025-01-01T11:01:11
AAZ004,34.087895,-117.791362,899.3,277.988,102.0,0.961,2025-01-01T11:01:21
AAZ004,34.08545,-117.777741,902.5,277.988,102.0,0.96,2025-01-01T11:01:31
AAZ004,34.083005,-117.764119,905.7,277.988,102.0,0.959,2025-01-01T11:01:41
AAZ004,34.08056,-117.750498,908.9,277.988,102.0,0.958,2025-01-01T11:01:51
AAZ004,34.078115,-117.736877,912.1,277.988,102.0,0.957,2025-01-01T11:02:01
AAZ004,34.07567,-117.723256,915.3,277.988,102.0,0.956,2025-01-01T11:02:11
AAZ004,34.073225,-117.709634,918.5,277.988,102.0,0.955,2025-01-01T11:02:21
AAZ004,34.070781,-117.696013,921.7,277.988,102.0,0.954,2025-01-01T11:02:31
AAZ004,34.068336,-117.682392,924.8,277.988,102.0,0.953,2025-01-01T11:02:41
AAZ004,34.065891,-117.668771,928.0,277.988,102.0,0.952,2025-01-01T11:02:51
AAZ004,34.063446,-117.655149,931.2,277.988,102.0,0.951,2025-01-01T11:03:01
AAZ004,34.061001,-117.641528,934.4,277.988,102.0,0.95,2025-01-01T11:03:11
AAZ004,34.058556,-117.627907,937.6,277.988,102.0,0.949,2025-01-01T11:03:21
AAZ004,34.056111,-117.614286,940.8,277.988,102.0,0.948,2025-01-01T11:03:31
AAZ004,34.053666,-117.600664,944.0,277.988,102.0,0.947,2025-01-01T11:03:41
AAZ009,34.1808,-118.30897,778.0,288.544,102.0,0.999,2025-01-01T10:18:59
AAZ009,34.178257,-118.294804,781.3,288.544,102.0,0.998,2025-01-01T10:19:09
AAZ009,34.175715,-118.280638,784.6,288.544,102.0,0.997,2025-01-01T10:19:19
AAZ009,34.173172,-118.266472,788.0,288.544,102.0,0.996,2025-01-01T10:19:29
AAZ009,34.170629,-118.252306,791.3,288.544,102.0,0.995,2025-01-01T10:19:39
AAZ009,34.168087,-118.238139,794.6,288.544,102.0,0.994,2025-01-01T10:19:49
AAZ009,34.165544,-118.223973,797.9,288.544,102.0,0.993,2025-01-01T10:19:59
AAZ009,34.163001,-118.209807,801.2,288.544,102.0,0.992,2025-01-01T10:20:09
AAZ009,34.160459,-118.195641,804.6,288.544,102.0,0.991,2025-01-01T10:20:19
AAZ009,34.157916,-118.181475,807.9,288.544,102.0,0.99,2025-01-01T10:20:29
AAZ009,34.155373,-118.167309,811.2,288.544,102.0,0.989,2025-01-01T10:20:39
AAZ009,34.152831,-118.153143,814.5,288.544,102.0,0.988,2025-01-01T10:20:49
AAZ009,34.150288,-118.138977,817.8,288.544,102.0,0.987,2025-01-01T10:20:59
AAZ009,34.147745,-118.124811,821.2,288.544,102.0,0.986,2025-01-01T10:21:09
AAZ009,34.145203,-118.110644,824.5,288.544,102.0,0.985,2025-01-01T10:21:19
AAZ009,34.14266,-118.096478,827.8,288.544,102.0,0.984,2025-01-01T10:21:29
AAZ009,34.140117,-118.082312,831.1,288.544,102.0,0.983,2025-01-01T10:21:39
AAZ009,34.137575,-118.068146,834.4,288.544,102.0,0.982,2025-01-01T10:21:49
AAZ009,34.135032,-118.05398,837.8,288.544,102.0,0.981,2025-01-01T10:21:59
AAZ009,34.132489,-118.039814,841.1,288.544,102.0,0.98,2025-01-01T10:22:09
AAZ009,34.129947,-118.025648,844.4,288.544,102.0,0.979,2025-01-01T10:22:19
AAZ009,34.127404,-118.011482,847.7,288.544,102.0,0.978,2025-01-01T10:22:29
AAZ009,34.124861,-117.997315,851.0,288.544,102.0,0.977,2025-01-01T10:22:39
AAZ009,34.122319,-117.983149,854.4,288.544,102.0,0.976,2025-01-01T10:22:49
AAZ009,34.119776,-117.968983,857.7,288.544,102.0,0.975,2025-01-01T10:22:59
AAZ009,34.117233,-117.954817,861.0,288.544,102.0,0.974,2025-01-01T10:23:09
AAZ009,34.114691,-117.940651,864.3,288.544,102.0,0.973,2025-01-01T10:23:19
AAZ009,34.112148,-117.926485,867.6,288.544,102.0,0.972,2025-01-01T10:23:29
AAZ009,34.109605,-117.912319,871.0,288.544,102.0,0.971,2025-01-01T10:23:39
AAZ009,34.107063,-117.898153,874.3,288.544,102.0,0.97,2025-01-01T10:23:49
AAZ009,34.10452,-117.883987,877.6,288.544,102.0,0.969,2025-01-01T10:23:59
AAZ009,34.101977,-117.86982,880.9,288.544,102.0,0.968,2025-01-01T10:24:09
AAZ009,34.099435,-117.855654,884.2,288.544,102.0,0.967,2025-01-01T10:24:19
AAZ009,34.096892,-117.841488,887.6,288.544,102.0,0.966,2025-01-01T10:24:29
AAZ009,34.094349,-117.827322,890.9,288.544,102.0,0.965,2025-01-01T10:24:39
AAZ009,34.091807,-117.813156,894.2,288.544,102.0,0.964,2025-01-01T10:24:49
AAZ009,34.089264,-117.79899,897.5,288.544,102.0,0.963,2025-01-01T10:24:59
AAZ009,34.086721,-117.784824,900.8,288.544,102.0,0.962,2025-01-01T10:25:09
AAZ009,34.084179,-117.770658,904.2,288.544,102.0,0.961,2025-01-01T10:25:19
AAZ009,34.081636,-117.756492,907.5,288.544,102.0,0.96,2025-01-01T10:25:29
AAZ009,34.079093,-117.742325,910.8,288.544,102.0,0.959,2025-01-01T10:25:39
AAZ009,34.07655,-117.728159,914.1,288.544,102.0,0.958,2025-01-01T10:25:49
AAZ009,34.074008,-117.713993,917.4,288.544,102.0,0.957,2025-01-01T10:25:59
AAZ009,34.071465,-117.699827,920.8,288.544,102.0,0.956,2025-01-01T10:26:09
AAZ009,34.068922,-117.685661,924.1,288.544,102.0,0.955,2025-01-01T10:26:19
AAZ009,34.06638,-117.671495,927.4,288.544,102.0,0.954,2025-01-01T10:26:29
AAZ009,34.063837,-117.657329,930.7,288.544,102.0,0.953,2025-01-01T10:26:39
AAZ009,34.061294,-117.643163,934.0,288.544,102.0,0.952,2025-01-01T10:26:49
AAZ009,34.058752,-117.628996,937.4,288.544,102.0,0.951,2025-01-01T10:26:59
AAZ009,34.056209,-117.61483,940.7,288.544,102.0,0.95,2025-01-01T10:27:09
AAZ009,34.053666,-117.600664,944.0,288.544,102.0,0.949,2025-01-01T10:27:19
AAX005,34.053666,-117.600664,944.0,45.358,260.8,0.999,2025-01-01T10:26:10
AAX005,34.053368,-117.602846,941.8,45.358,260.8,0.998,2025-01-01T10:26:20
AAX005,34.053069,-117.605027,939.6,45.358,260.8,0.997,2025-01-01T10:26:30
AAX005,34.05277,-117.607209,937.4,45.358,260.8,0.996,2025-01-01T10:26:40
AAX005,34.052471,-117.609391,935.2,45.358,260.8,0.995,2025-01-01T10:26:50
AAX005,34.052172,-117.611572,933.0,45.358,260.8,0.994,2025-01-01T10:27:00
AAX005,34.051873,-117.613754,930.8,45.358,260.8,0.993,2025-01-01T10:27:10
AAX005,34.051574,-117.615936,928.5,45.358,260.8,0.992,2025-01-01T10:27:20
AAX005,34.051276,-117.618117,926.3,45.358,260.8,0.991,2025-01-01T10:27:30
AAX005,34.050977,-117.620299,924.1,45.358,260.8,0.99,2025-01-01T10:27:40
AAX005,34.050678,-117.62248,921.9,45.358,260.8,0.989,2025-01-01T10:27:50
AAX005,34.050379,-117.624662,919.7,45.358,260.8,0.988,2025-01-01T10:28:00
AAX005,34.05008,-117.626844,917.5,45.358,260.8,0.987,2025-01-01T10:28:10
AAX005,34.049781,-117.629025,915.3,45.358,260.8,0.986,2025-01-01T10:28:20
AAX005,34.049482,-117.631207,913.1,45.358,260.8,0.985,2025-01-01T10:28:30
AAX005,34.049184,-117.633388,910.9,45.358,260.8,0.984,2025-01-01T10:28:40
AAX005,34.048885,-117.63557,908.7,45.358,260.8,0.983,2025-01-01T10:28:50
AAX005,34.048586,-117.637752,906.5,45.358,260.8,0.982,2025-01-01T10:29:00
AAX005,34.048287,-117.639933,904.3,45.358,260.8,0.981,2025-01-01T10:29:10
AAX005,34.047988,-117.642115,902.1,45.358,260.8,0.98,2025-01-01T10:29:20
AAX005,34.047689,-117.644296,899.8,45.358,260.8,0.979,2025-01-01T10:29:30
AAX005,34.04739,-117.646478,897.6,45.358,260.8,0.978,2025-01-01T10:29:40
AAX005,34.047092,-117.64866,895.4,45.358,260.8,0.977,2025-01-01T10:29:50
AAX005,34.046793,-117.650841,893.2,45.358,260.8,0.976,2025-01-01T10:30:00
AAX005,34.046494,-117.653023,891.0,45.358,260.8,0.975,2025-01-01T10:30:10
AAX005,34.046195,-117.655205,888.8,45.358,260.8,0.974,2025-01-01T10:30:20
AAX005,34.045896,-117.657386,886.6,45.358,260.8,0.973,2025-01-01T10:30:30
AAX005,34.045597,-117.659568,884.4,45.358,260.8,0.972,2025-01-01T10:30:40
AAX005,34.045298,-117.661749,882.2,45.358,260.8,0.971,2025-01-01T10:30:50
AAX005,34.045,-117.663931,880.0,45.358,260.8,0.97,2025-01-01T10:31:00
AAX005,34.044701,-117.666113,877.8,45.358,260.8,0.969,2025-01-01T10:31:10
AAX005,34.044402,-117.668294,875.6,45.358,260.8,0.968,2025-01-01T10:31:20
AAX005,34.044103,-117.670476,873.4,45.358,260.8,0.967,2025-01-01T10:31:30
AAX005,34.043804,-117.672657,871.2,45.358,260.8,0.966,2025-01-01T10:31:40
AAX005,34.043505,-117.674839,868.9,45.358,260.8,0.965,2025-01-01T10:31:50
AAX005,34.043207,-117.677021,866.7,45.358,260.8,0.964,2025-01-01T10:32:00
AAX005,34.042908,-117.679202,864.5,45.358,260.8,0.963,2025-01-01T10:32:10
AAX005,34.042609,-117.681384,862.3,45.358,260.8,0.962,2025-01-01T10:32:20
AAX005,34.04231,-117.683565,860.1,45.358,260.8,0.961,2025-01-01T10:32:30
